cleaned_review,standardized_date,cleaned_rating,Restaurant,Address,sentiment_score,sentiment
"first time in this hidden gem everything was great  from service to the food we ordered even the drinks  definitely will return with family and friends

ps did i mention the beautiful peacocks walking around they are beautiful  love this place there is no other in austin  ",2024-06-06,4.6,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.967,Positive
"beautiful place for a meal or wedding type event we had a dinner meal in a friday night reservations are encouraged we didnt have them and were seated quickly outside it was amazing
the have huge peacocks on the grounds strolling around the place is immaculate
food was good and averaged about 45pp wo alcohol
plan to return recommended",2022-10-29,4.6,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.9451,Positive
very good experience went there for my birthday for brunch and was seated outdoors the drinks the food and the service were impeccable beautiful scenery parking is a bit tight and they do have reservations only but tables are well placed and distant our waitress was so sweet and very attentive loved loved this place i will definitely go back for dinner the chillaquiles are amazing and the biscuits were also very good kind of wish they asked if you need hot sauce or any condiments but seriously the food was so hot and good that i can totally overlook it,2021-05-15,4.6,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.9931,Positive
simply outstanding cocktails were top notch excellent servers and the food well the food was mouthwatering the cauliflower was life altering the fried chicken was out of this world 1010 would go back,2017-04-13,4.6,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.891,Positive
love matties great food and love the surroundings you will be lucky if you get to see the peacocks that roam the property,2020-07-31,4.6,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.946,Positive
"wow this place is so different because its on the side of a highway looks like an old liquor store and serves indian food with epic paintings of ganesh on the side patio and on the inside you feel like youre in an old musty pub need i say more have i completely sold this place good come with me on my fantastic whip in adventure

it wasnt my idea to come here it was my friends because i have genius friends they were always intrigued by the strange looking whip in sign off the side of the highway beconing people to try their indian food who wouldnt be intrigued so we arrived ordered some beers they have a wide variety and sat outside on the patio im kicking myself now for not taking some great pictures of ganesh  next time

after a while we decide to order some food and settle on

paneer tikka  quite nice it comes with a sauce and lime which compliments the flavour
bhindi masala  mild with nice flavor i didnt get the slimy texture i usually get with okra which was a plus
spicy paneer tikka masal  i liked this one because it was creamy with a good amount of heat
dosa the dosa came with sauce and a daal and was packed full of potato and veggies
naan  yum

the food was quite good and the overall vibe was a lot of fun its such an unexpected place definitely try it",2024-06-23,4.2,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.9907,Positive
ive been here several times over the last few years their food is great the place very much feels like austin if that makes sense they have a large selection of craft and local beer absolutely delicious indian food a charming outdoor area to sit and really nice staff the only drawbacks are the pricing a teensy bit high for what you get and the place might look a little sketchy from the outside but its a really cozy and stylized inside and in the outdoor seating area,2024-08-01,4.2,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8546,Positive
"i love places like this restaurant bar market  not to mention  indian food rather than the typical bar food is a big win in my book

45 tikka masala

355 garlic naan

55 vibessss  service was incredible",2024-08-24,4.2,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8885,Positive
"stopped in on a whim for lunch  so happy we did  love the vibe  had a great playlist going while we were there  we ordered the samosas chicken biryani tikka masala  garlic naan  food was
amazing  they make it fresh when you order  portions were generous  had to get go boxes yay leftovers  have a cool courtyard thats dog friendly  cant wait to go back  try some other items  maybe checkout  happy hour as they have more beer  wine than you can shake a stick at lol",2024-06-13,4.2,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.9893,Positive
my wife and i love this place their draft beer selection is like no other their food is delicious and everyone with whatever dietary issue they may have can eat here there is something for everyone the atmosphere is fun and kitschy parking it a little wonky but its not their fault any time i go i have to have a look at their market and 95 of the time i buy something,2024-08-22,4.2,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8457,Positive
came here for my birthday from chicago and had an amazing experience the staff were awesome and made sure everything was excellent for me cristina and chris were amazing and very helpful with my meal as a disabled veteran it was a great day and oscar even helped with a question about my bill and went above and beyond to make sure my experience was amazing thank you i highly recommend this place in the future,2024-09-17,4.6,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9885,Positive
this is a wonderful restaurant for date night or just getting together the meats cuts are so delicate and tender soooooo succulent my favorite is absolutely the grilled cheese with spicy honey omg to die for the experience is definitely worth it and the staff is friendly and amazing explains everything the manager was out helping the staff i loved the bar with salads i left so full was way worth it 20 out of 10 will be returning and must try everything so good,2024-08-15,4.6,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9733,Positive
ive been to many other locations and this location did not disappoint everything from the service to the food was great all the servers were very attentive and friendly i would highly recommend to all shot out to miguel martin and chris thank you you were great martin is on point with his service making sure we had everything we needed in a timely fashion ,2024-07-28,4.6,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9662,Positive
the salad bar is extraordinary with a huge selection of goodies including bacon which they leave unguarded the cheese bread is very tasty the meats were all scrumptious especially the parmesan chicken you really cant go wrong with any of the meats we had to take our deserts to go we were so stuffed,2024-05-18,4.6,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.7916,Positive
"when it comes down to customer service fernando is the best hands down i been to many high end restaurants and this one really topped it off
he was super welcoming  even translated in spanish different things in the menu  this is what customer service is about will definitely be back  love this place but even love more the customer service him and team provided tonight for my wifes birthday  love to see people that love there job",2024-09-10,4.6,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9832,Positive
service sucked food was okay was tolerable but the service just terrible had to ask for chips had to ask for straw drinks was not refilled guess what had to ask for that too my neighbors got what they needed when they were low on chips drinks etc i had to ask for chips refilled salsa and the check kind of embarrassing cause im bragging about my wife about this place it was a little busy but not enough for service to suck they had a lot of servers i am also in service industry and i am patient but it was just not good will not be back and will not recommend i will get better service at my local taqueria train your service to pay attention to customers who are waiting just not managed well,2024-08-31,4.5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",-0.9627,Negative
first time here while in austin i would like to rate the food as an a i dont really need to explain much but the don juan taco is gigantic and delicious i also tried an enchilada and taco and i was not disappointed there really is isnt anything bad to say about this place the food is amazing the wait time was not too long either about 10 min great job juan in a million,2024-04-26,4.5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.9793,Positive
great experience all staff were smiling and friendly fast service and good food i got a don juan and man that sucker is huge menudo was good as well everything was tasty,2024-08-31,4.5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.9442,Positive
i had the most amazing experience at juan in a million the service was on point my waitresses never let us go without a refill or actually anything i needed the food was great portions were generous and tortillas were fresh parking is free before 3pm definitely a place to take your loved ones out for a great breakfast,2024-08-19,4.5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.9814,Positive
great place for brunch always packed especially on the weekends but worth the wait if youre dining with a big group make sure everyone in your group is present otherwise you wont get seated,2024-09-06,4.5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.7814,Positive
"i have dined here twice while working out of town and its a great place its set in the beautiful hyatt regency right on the river the bar has been clean both times i went and the service great

my first visit i ordered the capital burger which consists of grassfed beef white cheddar green leaf lettuce tomato red onion pickles and a brioche bun and of course i added bacon the burger was thick and juicy perfectly cooked with some nice bacon strips and the fries were great crunchy on the outside soft on the inside

my second visit i ordered the halibut which consists of pan seared halibut fennel pollen spinach  exotic mushrooms nduja jasmine rice the fish was seared to perfection the veggies and rice were so nice and fresh once i ordered it about 5 other folks got it because it looked and smelled so good

drinks are nice and strong and there is a wide variety of them all in all its a great place to grab a bite and a drink with a beautiful backdrop of the river",2023-12-13,4.0,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9948,Positive
the food was delicious and the service was also good we chose this place because of the downtown view but unfortunately the outside smelled so strongly of bat guano that we had to sit inside we were hoping to still get a view but the windows were pretty dirty and you couldnt see much with the trees recommend for the food but not the view,2024-09-25,4.0,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9045,Positive
we had an amazing dinner at marker 10 our server emily was awesome and took really good care of us the margaritas were on point we ordered chips and dips to start us off and enjoyed the 3 dips we split fajitas more than enough for the 2 of us and the most flavorful weve ever had our favorite was dessert the milk chocolate bundino is creamy and decadent i highly recommend,2023-12-16,4.0,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.974,Positive
i ordered two crispy beef tacos with rice and beans we had an appetizer of chips and salsa the chips arrived and were straight out of a bag cold not freshly made half of it was smashed into bits  bottom of the bag we returned it for a refund next the taco shells were straight from a box not freshly fried the ground beef had no flavor except for salt i pulled a chunk of ground beef out that was raw on the inside i was scared to eat the rice after this the worst mexican food i have ever eaten they should be ashamed to serve it but apparently the joke is on us after i stood up a group of pigeons dived bombed on my plate and apparently enjoyed the plate very much the one star is from them,2024-04-09,4.0,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.4588,Positive
great place to get a 7 shiner bock very nice deck with views of people hiking the trail and the swan paddle boats there is also a nice view of downtown skyline across the river  the smash burger was not really a smash burger but preformed patties  does that count  did i say there was a nice view bring your outoftowers here to soak up the austin scene,2023-05-30,4.0,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.8684,Positive
nice little bar near impossible to get a drink during a game just packed during euro cup bar tenders were hustling just not enough staff for the crowd,2024-07-14,4.3,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.5267,Positive
love haymaker great spot for amazing food and drinks family friendly dog friendly on two patios staff is great,2024-06-28,4.3,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9738,Positive
order the sour monkey and your life will change foreveralso their salsa is incrediblenot sure whats in the recipe but it was amazing loved this place,2024-05-05,4.3,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9217,Positive
can we just talk ab this place for a second omggg the vibes total sports bar with tvs inside and outside dogfriendly lemme just say being from wisconsin we appreciate all of the wi menu items weve tried so many pretzels  in austin and these pretzel tots taken the cake the beer cheese was perfection and paired perfectly kettle chips  a homemade delight we loved everything about this place our service and food was great even though it was christmas our server was more than pleasant and a wonderful person to be around will be back ,2022-12-28,4.3,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9846,Positive
good place to come to watch sports good selection of beer a nice bar menu  outdoor seating standard bar and grub but definitely seems to be popular in the morning when watching euro football good burger wings and pretzel with queso ive also tried the spinach and artichoke dip and enjoyed it,2024-06-24,4.3,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9655,Positive
popped in for a late lunch one saturday the place was buzzing and the atmosphere was great theres so much choice on the menu chicken wings were rated high by my husband and i had a chicken salad would definitely return,2024-05-06,4.2,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.7783,Positive
the food was alright but i wouldnt go here again unless i really wanted to watch sports on the tvs theres way too much stimulation and ads that kept playing the wings tasted ok the boneless ones are more enjoyable than bone in pretty big pieces too the sauces tasted the same on all the wings loud at night and very busy server was very nice and friendly but also slow,2024-02-15,4.2,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.9748,Positive
i came down on fathers day and had a great timeit was an hour wait at the linc but we were seated right away here and this location seems cleaner and more opem for atmosphere great wings as always great srrvice toowe had a newbie being trained and they both were on the ball well be back for sure 5 stars,2024-06-20,4.2,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.9702,Positive
"we went to eat at pluckers as we normally do normally everything is very delicious of course we usually go in the afternoons this time we decided to go for lunch it is worth mentioning that we are frequent customers at this location in rio grande this time we ordered the appetizers and after 5 minutes they asked us if we were ready to order the food and we said yes although we still didnt have our apetazier half an hour later the cold appetizers arrived completely cold some of the fries were hard and difficult to eat after 5 minutes the food arrived food also cold but i only told the waitress that our appetizers were cold then we ordered a brownie that came almost frozen and on this occasion i decided to ask to speak to the manager a short girl who wears a red shirt she cameto our table  i told her about the brownie with the fries and she offered to reheat the brownie i told her no thanks and she insisted a lot and took it away  but she came back with another different brownie cut in half too thin my children started to eat eat it but i suggested that they not do it since  it looked a little strange anyway the manager returned to the table with a somewhat abrupt attitude when she asking obviously you could see the discontent in her attitude when she asking if we liked the brownie i responded that i didnt even dare to touch the brownie  and she ignored me i dont know why she ask if i liked it  perhaps by inertia  anyway this location deserves a better manager or better staff maybe training   we have more than 10000 points accumulated in the pluckers application  and this location is the closest to our department it is sad to have to go to other locations further away to receive good service some warm wings and a brownie at least well heated in the microwave the next time i see one of the founders of pluckers ill make the comment its a shame ive only seen them in that location
i forgot to mention that we piled up the plates near the edge of the table before ordering the brownie and neither the waitress nor the manager removed them remember that the manager was at the table three times and all 3 times the stack of plates was there and never she bothered to remove them i insist on thet should returning to training  especially her and her staff in the kitchen",2024-03-03,4.2,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.9132,Positive
we waited 20 minutes just to get our drinkssimply water and after an hour in the restaurant we still hadnt received our order of 10 wings and 2 fries with ranch to make matters worse we were told at 1020ish that they were already closing soon and our food would be ready shortly however 40 minutes passed without any sign of our order frustrated we had no choice but to leave without eating ive had good experiences here before but this visit was a major letdown i hope they can improve their service as this was simply unacceptable,2024-09-24,4.2,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.6369,Positive
"the best brunch asian cuisine weve been craving for asia food and we are not disappointed
everything that we ordered is amazing and in good quality

my only suggestion is the thai coffee should be more flavorful compared to what ive been tried we recommend to try this restaurant

the vibe is really relaxing and cool ",2024-07-01,4.3,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.9683,Positive
elizabeth street cafe is a culinary gem that left me thoroughly impressed the appetizers set the tone for an exceptional meal with the poached shrimp spring rolls offering a fresh start and the pork belly buns stealing the show with their unbelievably soft texture the main courses were equally delightful featuring a perfect pairing of singapore noodles and red curry noodles that offered contrasting yet complementary experiences  the former a satisfying dry noodle dish while the latter consisted of a comforting brothy soup the restaurants attention to detail extends beyond the food with craft cocktails that are as visually stunning as they are delicious the quick and friendly service enhanced the overall experience and the charming fun decor created a delightful ambience elizabeth street cafe is a mustvisit destination for anyone seeking a memorable dining experience that seamlessly blends flavors presentation and atmosphere,2024-09-01,4.3,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.9892,Positive
they know they are not authentic but they still use bold flavors fresh herbs and authentic green chilies for a delicious meal portions are generous and we had a great meal in the private dining room dont skip the beignets for dessert,2024-09-11,4.3,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.9735,Positive
we tried drunken beef noodles and scallion noodles and they were delicious the restaurants ambiance is charming and the menu is a fusion of vietnamese and french cuisine but i am a dessert person so i of course tried theirs as well and i have to tell you you need to try the beignets they were so good i would definitely recommend elizabeth street cafe to anyone for a very aesthetic brunch and delightful meal,2024-09-05,4.3,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.9774,Positive
was in town a few days and stopped by for lunch and it was soooo good as you can tell from the pics we could barely photograph anything the apps were gone ban mi bread was so soft the breakfast singapore was crispy on the edges like no singapore ive ever had before i got an almond croissant and ended up eating it the next morning slightly warmed and it was buttery goodness the raspberry macaroons were delicious as well i will definitely be back,2024-04-22,4.3,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.8752,Positive
swifts is fantastic they have a great happy hour with lots of fun drinks and food specials the staff are all friendly and the liquor selection is amazing i especially like the whiskey and scotch flights they offer this is a good choice for a date night in the heart of austin,2024-07-26,4.5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9806,Positive
we love this place and had our wedding dinner here their 2024 summer happy hour is so good the ice balls are unique and the food is delicious its hard to find a good hh in this town anymore but swifts has it,2024-08-15,4.5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.8702,Positive
"we had an awesome first night experience in austin at swifts attic we got there just before kitchen closed and they were able to put in our order and it came out super fast

fernando our bartender gave a ton of great recommendations for local spots and both the whiskey selection and cocktail menu was top notch

highly recommend here for dinner and then head to the jazz bar underneath",2024-09-06,4.5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9493,Positive
"the food was absolutely delicious but it was a little confusing at first limited menu with unusual items several gluten free needed explanations for most things which is not normal for us we are avid foodies once we understood that they recommend sharing plates and they explained the ingredients we got several plates we really enjoyed it all and had great service
i just cant give it 5 stars because it seems like they want to keep it a little challenging to be unique",2024-09-25,4.5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9836,Positive
"our experience at swifts attic was nothing short of incredible from the moment we checked in with the host to the moment we left everything was perfect the food was phenomenalunique blends of flavors i wouldnt normally try ended up being amazing but what really stood out was the impeccable teamwork and atmosphere

we were fortunate to have sarah as our main server and she was fantastic kira also helped out and was equally amazing fern the bartender crafted some of the best drinks weve had and curtis the general manager ensured everything ran smoothly the frontofhouse team which had about five members was exceptional we were helped by every single team member multiple times they were on top of everythingempty glasses and plates disappeared almost instantly

what impressed me the most was how personable everyone was you really felt like you were being taken care of by family and that made the experience even better swifts attic is worth every penny we cant wait to return",2024-09-01,4.5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9924,Positive
emma our waitress and the entire carillon team were amazing my wife and i consider this restaurant a true hidden gem theyve consistently exceeded our expectations since we first discovered it in 2018 we love the wine the cheese and the full courses theres a mix of artistry and chemistry in each dish they are beautiful and they taste magnificent im already looking forward to my next visit,2024-06-06,4.5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.9618,Positive
a big surprise to my staying at utexas austin i checked in at the att conference center for a conference and all our meals were served here originally i had no high expectations for hotel meals but i enjoyed every single thing served by carillon the grilled veges pasta grilled ribs grilled chicken fresh salad desserts everything was so healthy tasty and fresh in the morning they open this big breakfast buffet with coffee tea oj all included for 18 i am already considering taking my whole family here for a vacation and stay at att conference center again highly recommended,2024-04-30,4.5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.9564,Positive
the food is fantastic specially the steaks we went here to celebrate our wedding anniversary  we chose the 3 course meal and suggest that you also try them from starter main menu and dessert the price isnt that bad depends on what main course you would pick,2024-03-24,4.5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.8793,Positive
my mother was visiting me for the first time after moving to austin and i wanted to take her somewhere nice for lunch since im gluten free we planned which day we would go based on the weekly menu thats published for the buffet there isnt the quantity of food that wed typically see at a vegas buffet but the price quality and presentation of the food more than made up for it we ate until we couldnt eat any more the staff was very friendly and the signs clearly posted which items were gluten free i believe theres no parking validation for lunchtime but overall its still cheaper than going to vegas to meet for a buffet lunch,2023-09-07,4.5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.9324,Positive
"beautiful atmosphere so we were surprised it was mostly empty for a brunch buffet  especially at a reasonably price as it is  beautiful room and furnishings  lovely

lovely mimosas good coffee a rather sparse buffet of oatmeal pancakes scrambled eggs only not other options sausage bacon potatoes and premade processed syscostyle breads for toasting plain fruit  no desserts or omelettes or anything such as that but that would have been great for mehad the bacon not been literally rancid and the bagels horribly stale

we all noticed the issue with the bacon but i was quite sure they were aware of it because of the issue with the bagels  i grabbed one and it was so hard so stale that i said out loud without realizing it oh my god these are horribly stale we were there right when they opened so they had clearly reused them rather than them being out all day

fortunately a staff member did hear me and asked if i would like a fresh one  she got out the bag to assist me which was very kind  she likely replaced them after that

the eggs were good though not hot  and the potatoes were as well  the items are not served in chafing dishes which may be the cause of the spoiled bacon if they reused it from the day before or god forbid now that i think about it last week  it wasnt a question or a maybe the bacon had gone bad  and it was evident  all food is in cast iron pans not chafers to keep the food fresh and at controlled temperatures

initially our service was great but we waited for 40 minutes after finishing to get our bill  no refills no  checkins   we did have both initially but then all staff were absent and we could not leave my first old plate sat under a new one because there was no service to remove it  by 1130 we wandered around the empty restaurant looking for anyone to help us so that we could leave as two of us had rides waiting  we could not find our waitress still but were assisted by another waiter who went to find her  it was totally empty by that time

i would rather pay double for fresh food and some thought of the offerings such as an eggs benedict or an omelette station or some fresh pastries or desserts or some interesting other offerings like perhaps migasit was so plain so simple and sadly 2 items being reused when they were very bad that we would not return

i take that back i would try cocktails here in the evening because we love the atmosphere but brunch is empty for good reason so each of our table of 8 would need to decline that option",2024-01-29,4.5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.9919,Positive
the food has great flavors each dish is wellprepared offering a true taste of texas comfort food the service is outstanding our waitress was really attentive and efficient always ensuring that your dining experience is enjoyable and smooth the experience makes you feel right at home the decor at texas chili parlor is so lively and inviting warranting 5 stars the texan decor creates a cozy and authentic vibe perfect for enjoying a meal with friends or family the ambiance is casual yet energetic making it an ideal spot for both casual dining and special occasions all the neon lights make it so cool to see texas chili parlor offers a delightful dining experience with delicious food stellar service and a vivid atmosphere highly recommended for anyone looking to enjoy a true texas culinary experience,2024-06-17,4.5,Texas Chili Parlor,"1409 Lavaca St, Austin, TX 78701, USA",0.9967,Positive
i have been dying to visit this place for many years was so happy to have the opportunity to this week it exceeded all expectations due to the service daniel provided exceptionally wonderful waiter the nachos were absolutely amazing and the margaritas were strong highly recommend,2024-09-21,4.5,Texas Chili Parlor,"1409 Lavaca St, Austin, TX 78701, USA",0.971,Positive
"good place to eat if youre in the city had chicken enchiladas with chile sauce and enjoyed taste portion and price welled
welcoming staff and quick service walking distance from bullock museum and state capital",2024-06-02,4.5,Texas Chili Parlor,"1409 Lavaca St, Austin, TX 78701, USA",0.8591,Positive
was visiting the state capitol nearby and had to pop in here after reading so much about it the chili was different to what ive had elsewhere but pretty tasty i did expect more depth and punch though loved the old school dive style atmosphere staff were all very friendly and moving fast took a little while for food to come out but no issues at all,2024-04-08,4.5,Texas Chili Parlor,"1409 Lavaca St, Austin, TX 78701, USA",0.9272,Positive
we had a fantastic time at texas chili parlor a great stop just a quick walk from the capitol we sat near a sweet and  regular and had delicious food a mystery person even covered our bill,2024-08-03,4.5,Texas Chili Parlor,"1409 Lavaca St, Austin, TX 78701, USA",0.9217,Positive
the wonderland of groceries i went for a few simple items and it only took a few minutes i have been going to shop here off and on for years and every time i go its always a nice experience the store is always clean and well stocked plenty of open registers and self checkout kiosks the staff is always nice the ladies are always pretty  and the music is relaxing,2024-09-13,4.4,Hancock Center,"1000 E 41st St, Austin, TX 78751, USA",0.9413,Positive
crowded beyond belief  no parking way too many curbside pickup spots day laborers walking as slow as they take to fix a road all spread out so you cant pass them omg that place was annoying  heb food is awesome,2024-08-16,4.4,Hancock Center,"1000 E 41st St, Austin, TX 78751, USA",0.0516,Positive
"hebs really a  healthy choice with  four nutritional food sources that will make shopping habits the first in my shopping cart im very pleased  all the employees members or respectful polite very helpful and fast  i like shopping at hebsubject invitation to participate in google opinion rewards surveys

dear heb hancock center team

i hope this message finds you well

i would like to invite you to participate in google opinion rewards a platform where you can earn rewards by completing short surveys this is a great opportunity to earn passive income while sharing your opinions on various topics

to get started please download the google opinion rewards app using the following link download google opinion rewardshttpsgoogleopinionrewardspagelinkshare

thank you for considering this opportunity if you have any questions or need further information please feel free to reach out

best regards

james jr houston",2024-08-28,4.4,Hancock Center,"1000 E 41st St, Austin, TX 78751, USA",0.9961,Positive
i absolutely love this place i fell in love with trader joes when i lived in houston this is the go to place for organic food and snacks every time i go no matter how many people are in the check out line they will check you out fast they have plenty of workers and cash registers,2024-04-28,4.4,Hancock Center,"1000 E 41st St, Austin, TX 78751, USA",0.8354,Positive
before and after in a three months a great place to work outgod bless 247 fitness,2024-09-20,4.4,Hancock Center,"1000 E 41st St, Austin, TX 78751, USA",0.8402,Positive
"el arroyo is a little tex mex gem in austin
too many fans appreciate its clever signs without stopping in for its great food they seem to be expanding with additional patios which will hopefully bring them even more customers
personally i love their bbq chicken with a frozen margarita and chips  forward by a walk across the street for a beer at the mean eyed cat thats a great austin experience",2024-09-23,4.1,El Arroyo,"1624 W 5th St, Austin, TX 78703, USA",0.9702,Positive
"finally came in for lunch i pass by el arroyo often working in austin very cool austin original and the sign is obviously famous around the internet for its trendy statements

definitely a place to mark off my bucket listi got the fried avocado  plate trudys is famous for the stuffed avocado but el arroyo has it too

too bad i was working and couldnt enjoy some beer and margaritas maybe next time",2024-08-21,4.1,El Arroyo,"1624 W 5th St, Austin, TX 78703, USA",-0.6969,Negative
"nostalgia history and these darn tootin creative signs that change regularly with spontaneous comedic text this place has made a name for itself in memes across the internet and in the hearts of austin

got the queso and a shrimp and crab cream cheese enchilada was pretty delicious actually tasted a bit like crab dip which actually seemed about right after rereading the description on the menu  i dont know that i would order that again because its a lot of the same taste but it was good  perhaps if one were sharing that and something else it would be good to mix and match  that said the plate was big enough to share between two lots of rice and beans and two big enchiladas

the design of the place is pretty cool they have a cut apart school bus outside that is pretty neat  with fun artistic design of the place in general  there is both indoor and outdoor seating the outdoors probably more artistic but ended up sitting inside because it was hot out

you can also kind of gift shop christmas ornaments magnets etc of the oh so famous the sign  the ornaments were about 20 in september of 2024",2024-09-18,4.1,El Arroyo,"1624 W 5th St, Austin, TX 78703, USA",0.9923,Positive
"seat yourself when you walk in food is amazing great flavor all around they dont have fountain drinks they are cans so just be prepared for that
this was our first time and we will definitely be back
there is indoor and outdoor seating
went around 450 on a sunday and was in and out within an hour

seriously cant get over how delicious my meal was i got the santa fe enchiladas with sour cream sauce to die for that flavor is not comparable

bbq chicken i wasnt sold on until i tasted it oh my goodness its delicious

you really cant go wrong with anything you choose

1210 recommend

others with me said
it smacked it was bussin ",2024-02-26,4.1,El Arroyo,"1624 W 5th St, Austin, TX 78703, USA",0.9715,Positive
the people who bring us irreverent social media messaging also cook up some darn great tex mex food in the heart of austin the ground beef taco cheese enchilada chips and salsa passed my tex mex food snob taste test i dropped in because of their advertising but now i must return for the comida also loved their people  will be returning for sure,2024-04-23,4.1,El Arroyo,"1624 W 5th St, Austin, TX 78703, USA",0.8705,Positive
lovely place with really attentive and entertaining staff unfortunately i just really think the menu is not all that good when they bring out tortillas theyre incredibly hard and difficult most of the food is just not convenient to eat and the flavors are not all that great if youre going to do family style make it convenient to portion ceviche was not that great either i get that they are doing their own take on traditional dishes but i just dont think their take is neither tasty nor convenient in the way they prepare and serve it the flavors are also uninspiring some more than others the guacamole was just guacamole but quite expensive this seem to be the recurring theme the dishes were the some of their parts but there was nothing transcendent in terms of flavor about any of it and this is a shame because mexican food really can be done in an upscale way and be amazing just not this chef,2024-09-02,4.2,La Condesa,"400 W 2nd St A, Austin, TX 78701, USA",-0.3386,Negative
"this was our first time at la condesa  we went about 500 pm for happy hour only

we parked in a nearby parking garage as street parking downtown can be difficult

we sat in the bar area and easily found two seats it was a nice setting

the service was excellent and the happy hour special was excellent also

my key fob fell onto the floor while there and they were already closed for the night before i realized it they held it for me until i could get back to town a couple of days later and quickly got it when we came in for it

we want to try the food and we will definitely come back",2024-08-15,4.2,La Condesa,"400 W 2nd St A, Austin, TX 78701, USA",0.9726,Positive
great experience the service was top tier  the food matched it perfectly mexican cuisine that is genuine  not texmex the tortillas are made from corn  the seasoning  spices are fresh please give them a visit if youre ever in austin you will not regret,2024-09-08,4.2,La Condesa,"400 W 2nd St A, Austin, TX 78701, USA",0.9435,Positive
"authentic mexican food in down town restaurant does not have a huge menu but everything we ordered was delicious guacamole came with a few huge chips for dipping we did not ask for more chips nor were we offered it was interesting that other tables got additional chips and we didnt

we had great service and food was delicious even though portions were not big food was still filling and satisfying warm churros were a perfect way to end our dinner",2024-05-21,4.2,La Condesa,"400 W 2nd St A, Austin, TX 78701, USA",0.9622,Positive
