Review Text,standardized_date,cleaned_rating,Restaurant,Address,sentiment_score,sentiment
"Apr2024: 4⭐: I could recommend this location and the restaurant BBQ meat.
I stopped by this location during the lunch hour to pick up some lunch time BBQ. I observed customers seated throughout the restaurant eating lunch when I visited. There appears to be limited seating at this location as observed. I ordered chicken, beef, and pork ribs to go. I noted that I was given only one set of plastic utensils for a large order to go. It's a good thing I noticed and grabbed some needed utensils on my way out of the restaurant. My order came with fries and the worker pointed to some that were warming. The fries were not worthy of more than three ⭐. I threw more than half of them away because they were hard and stale. The beef was sliced when I ordered it for my sandwich. It was wrapped and prepared. The half chicken and pork ribs that I ordered were wrapped in paper as well. I sampled all of the meats and it was well prepared and cooked to taste.  The parking in this area is not good. I would not want to drive to this location and have to pay an exorbitant amount to find a parking location.",2024-04-26,4,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.8258,Positive
"This was my second time coming to Iron Works Barbecue; first visit was unremarkable/had no complaints. As a frequent out of town visitor, I do appreciate how close/convenient it is to my hotel.

The turkey sandwich was 7/10. It was a little slim on meat compared to the amount of bun. The turkey was Smokey but the outside crust was a little too pepper heavy for my liking. I would come back but try something else next time.

I was mostly put off by the customer service experience I had during this visit from someone named Marie. Marie took my order in the kitchen window.. & she must be having a pretty crap day to treat a customer the way she treated me. When I approached and said hello she didn’t reply or reciprocate - that’s fine. When I asked a question about a sandwich she was instantly annoyed in both tone and body language. When I asked where to get some sauce she said “if I would give her a minute” she would be packing it into my bag. It wasn’t  even busy so I was confused as to why she was so frustrated with my existence.

When I got my sandwich - there was no BBQ sauce (even tho I asked previously). I returned and asked for a few. She questioned whether I even looked and I opened the box to show her. She said nothing else and slid one across the counter and walked away from me… When I please asked for one more cup she stomped back to the window and actually *tossed it at me*! I was lucky it didn’t break open all over my shirt.

The whole thing was a bit shocking and for an adult ? I think she might need a minor lesson in mutual respect.",2024-09-26,3,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",-0.1677,Negative
Iron Works never fails at the taste of some good Texas Barbecue so much that celebrities and other high end go and stop and eat there. Who knows maybe one day you can acutally come across someone that is being introduced to Texas Barbecue. The brisket beef is a MUST! And I think it’s one of their most signature plates out there. Of course there is other options available to you if you want other meats but some authentic Texas Barbecue is brisket beef! Of course during the summer get ready to pick up some sweat as it will get hot from your surroundings. Overall I do recommend eating here! So enjoy it! And Sundays they are closed…,2024-07-22,4,Iron Works Barbecue,"100 Red River St, Austin, TX 78701, USA",0.939,Positive
"Amazing dining experience with unique steak and seafood options for every palate. The service is Michelin quality. Our waiter, Ben, was so attentive and funny. He made excellent recommendations and really went above and beyond to make our visit something to remember. Will make sure to come here anytime I'm in Austin.",2024-04-27,5,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.918,Positive
"Food was very good, thank you so much for the dessert and fabulous special drink 🥂🎉.  What I did not like was being rushed to order when you want to enjoy a special evening! The steaks were great and the lobster Mac and cheese was the best!!",2024-08-18,4,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9784,Positive
"A phenomenal dinner experience, from start to finish. Having read reviews and receiving recommendations from others, I was expecting a good experience but it definitely surpassed my expectations.

We used the valet parking which is the garage in the same block, it was $15 and very quick and easy.

Our service was impeccable, from our hostess and especially our waiter Sam, to others who checked on us through the experience to make sure we were well taken care of.  Sam was the perfect level of attentiveness without being overbearing, with very spot-on recommendations for both food and drinks.

They do an amazing job making you feel valued and special and I believe everyone that we interacted with knew that we were celebrating an anniversary and wished us well, which was very touching.

For appetizers, we had the chicken fried lobster which was phenomenal. It came with a tomato butter, which I personally am not a fan of tomatoes, but it was light and not overpowering, and my partner especially loved the leftovers on the delicious bread. We also had the off menu bone marrow which came with delicious toast like bread in a very generous amount.

For dinner, we had a classic eye of ribeye pepper steak medium rare, with the Oscar style top of crab, Hollandaise sauce and asparagus. The sauce and the Oscar style toppings were phenomenal, and the steak perfectly cooked. I had them served on the side and both were so amazing that I couldn’t tell you which was better, and I could probably eat the Oscar style as a whole dish honestly!

We also had the truffled mushroom burger with the king sauce, another amazing recommendation.  Very rich and also perfectly cooked to medium rare.

We got the fried Thai chili brussels sprouts, as well as the six cheese potatoes, for sides. The sprouts were very flavorful and had a perfect crunch. The potatoes were good but I felt a little bit bland compared to the other dishes, and could have used some additional salt.

They brought us a surprise for dessert, which included the chocolate and Texas pecan cake. One of the best parts of the meal was probably the homemade bootleg Irish cream, which was very thick and creamy and had hints of coconut as well as I felt banana. Definitely a reason to come back for my birthday dinner, ha ha!

For two people, it was a ton of food and we left very full and satisfied and have leftovers for dinner the next night.

Overall it was an exceptional experience from the moment we walked in until the moment we drove away. A wonderful date night or special occasion place for us to visit again in the future",2024-06-25,5,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9994,Positive
"The bone in ribeye with the blue cheese cap was phenomenal. It's one of the most tender cuts I've ever had in my life. Great traditional wedge salad. The crab cake was delicious as well. My wife really enjoys the chicken fried filet. And she thought the 3 Forks salad was amazing.  Our waiter, Thomas, was attentive and knows the menu really well so he was great for recommendations. Can't wait to go back.",2024-09-02,5,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9693,Positive
"We had dinner while visiting the city. Great atmosphere and all staff were incredibly nice and welcoming. I had the salmon and my husband had the steak, both were delicious. Nice cocktails as well. Our server Micaela was great!",2024-09-08,5,III Forks,"111 Lavaca St, Austin, TX 78701, USA",0.9731,Positive
"First time in this hidden gem. Everything was great,  from service to the food we ordered, even the drinks.  Definitely will return with family and friends.

P.S. did I mention the beautiful peacocks walking around? They are beautiful.  Love this place. There is no other in Austin.  👍🏽♥️",2024-06-06,5,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.967,Positive
"Beautiful place for a meal or wedding type event. We had a dinner meal in a Friday night. Reservations are encouraged. We didn’t have them and were seated quickly outside. It was amazing.
The have huge peacocks on the grounds strolling around. The place is immaculate.
Food was good and averaged about $45/pp wo alcohol.
Plan to return. Recommended.",2022-10-29,5,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.9451,Positive
"Very good experience went there for my birthday for brunch and was seated outdoors. The drinks, the food, and the service were impeccable. Beautiful scenery. Parking is a bit tight and they do have reservations only but tables are well placed and distant. Our waitress was so sweet and very attentive. Loved loved this place. I Will definitely go back for dinner. The chillaquiles are amazing and the biscuits were also very good. Kind of wish they asked if you need hot sauce or any condiments but seriously the food was so hot and good that I can totally overlook it.",2021-05-15,5,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.9931,Positive
"Simply outstanding. Cocktails were top notch. Excellent servers and the food. Well, the food was mouthwatering. The cauliflower was life altering. The fried chicken was out of this world. 10/10 would go back.",2017-04-13,5,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.891,Positive
Love Mattie’s!! Great food and love the surroundings. You will be lucky if you get to see the Peacocks that roam the property.,2020-07-31,5,Green Pastures Events,"811 W Live Oak St, Austin, TX 78704, USA",0.9508,Positive
"Wow this place is so different because it's on the side of a highway, looks like an old liquor store and serves Indian food with epic paintings of Ganesh on the side patio and on the inside you feel like you're in an old musty pub. Need I say more? Have I completely sold this place!? Good, come with me on my fantastic Whip in adventure.

It wasn't my idea to come here, it was my friends because I have genius friends. They were always intrigued by the strange looking Whip In sign off the side of the highway, beconing people to try their Indian food. Who wouldn't be intrigued? So we arrived, ordered some beers (they have a wide variety!) and sat outside on the patio. I'm kicking myself now for not taking some great pictures of Ganesh - next time.

After a while we decide to order some food and settle on:

paneer tikka - quite nice, it comes with a sauce and lime which compliments the flavour
bhindi masala - mild with nice flavor. I didn't get the slimy texture I usually get with okra which was a plus
spicy paneer tikka masal - I liked this one because it was creamy with a good amount of heat
dosa- the dosa came with sauce and a daal and was packed full of potato and veggies
naan - yum!

The food was quite good and the overall vibe was a lot of fun. It's such an unexpected place, definitely try it!",2024-06-23,5,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.9917,Positive
"I've been here several times over the last few years! Their food is great, the place very much feels like Austin if that makes sense. They have a large selection of craft and local beer, absolutely delicious Indian food, a charming outdoor area to sit, and really nice staff. The only drawbacks are the pricing (a teensy bit high for what you get), and the place might look a little sketchy from the outside, but it's a really cozy and stylized inside and in the outdoor seating area.",2024-08-01,5,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8647,Positive
"I love places like this… restaurant/ bar/ market.  Not to mention - indian food?! Rather than the typical bar food is a big win in my book.

4/5 tikka masala

3.5/5 garlic naan

5/5 vibessss + service was incredible",2024-08-24,5,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8955,Positive
"Stopped in on a whim for lunch & so happy we did!!  Love the vibe & had a great playlist going while we were there.  We ordered the samosas, chicken biryani, tikka masala & garlic naan.  Food was
A-M-A-Z-I-N-G!!!!  They make it fresh when you order & portions were generous - had to get go boxes (yay leftovers!).  Have a cool courtyard that’s dog friendly.  Can’t wait to go back & try some other items & maybe checkout  happy hour as they have more beer & wine than you can shake a stick at, LOL.",2024-06-13,5,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.9861,Positive
My wife and I love this place. Their draft beer selection is like no other. Their food is delicious and everyone with whatever dietary issue they may have can eat here. There is something for everyone. The atmosphere is fun and kitschy. Parking it a little wonky but it's not their fault. Any time I go I have to have a look at their market and 95% of the time I buy something.,2024-08-22,5,Whip in,"1950 S I-35 Frontage Rd, Austin, TX 78704, USA",0.8457,Positive
Came here for my birthday from Chicago and had an amazing experience! The staff were awesome and made sure everything was excellent for me. Cristina and Chris were amazing and very helpful with my meal. As a disabled veteran it was a great day and Oscar even helped with a question about my bill and went above and beyond to make sure my experience was amazing. Thank you. I highly recommend this place in the future.,2024-09-17,5,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9887,Positive
This is a wonderful restaurant for date night or just getting together. The meats cuts are so delicate and tender. Soooooo succulent. My favorite is absolutely the grilled cheese with spicy honey OMG to die for!! The experience is definitely worth it and the staff is friendly and amazing explains everything. The manager was out helping the staff. I loved the bar with salads. I left so full. Was way worth it. 20 out of 10 will be returning and must try everything! So good,2024-08-15,5,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9743,Positive
"I’ve been to many other locations, and this location did not disappoint. Everything from the service to the food was great. All the servers were very attentive and friendly. I would highly recommend to all. Shot out to Miguel Martin and Chris. Thank you. You were great. Martin is on point with his service making sure we had everything we needed in a timely fashion. 🙏",2024-07-28,5,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9662,Positive
The salad bar is extraordinary with a huge selection of goodies. Including bacon which they leave unguarded. The cheese bread is very tasty. The meats were all scrumptious especially the Parmesan Chicken. You really can't go wrong with any of the meats. We had to take our deserts to go we were so stuffed.,2024-05-18,5,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.7916,Positive
"When it comes down to customer service Fernando is the best! Hands down I been to many high end restaurants and this one really topped it off!
He was super welcoming, & even translated in Spanish different things in the menu , this is what customer service is about! Will definitely be back ! Love this place but even love more the customer service him and team provided tonight for my wife’s birthday ! Love to see people that love there job!",2024-09-10,5,Fogo De Chao - Austin,"200 Congress Ave., Austin, TX 78701, USA",0.9849,Positive
"Service sucked. Food was okay was tolerable but the service just terrible. Had to ask for chips, had to ask for straw, drinks was not refilled guess what had to ask for that too. My neighbors got what they needed when they were low on chips, drinks etc. I had to ask for chips refilled, salsa and the check. Kind of embarrassing cause I’m bragging about my wife about this place. It was a little busy but not enough for service to suck. They had a lot of servers. I am also in service industry and I am patient but it was just not good. Will not be back and will not recommend. I will get better service at my local taqueria. Train your service to pay attention to customers who are waiting. Just not managed well.",2024-08-31,1,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",-0.9604,Negative
First time here while in Austin. I would like to rate the food as an A+. I don't really need to explain much but the Don Juan Taco is gigantic and delicious. I also tried an enchilada and taco and I was not disappointed. There really is isn't anything bad to say about this place. The food is amazing. The wait time was not too long either about 10 min. Great job Juan in a Million.,2024-04-26,5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.9793,Positive
Great experience. All staff were smiling and friendly. Fast service and good food. I got a Don Juan and man that sucker is huge. Menudo was good as well. Everything was tasty.,2024-08-31,5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.9442,Positive
"I had the most amazing experience at Juan in a million❤️ the service was on point my waitresses never let us go without a refill or actually anything I needed! The food was great, portions were generous and tortillas were fresh! Parking is free before 3pm. Definitely a place to take your loved ones out for a great breakfast!",2024-08-19,5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.9829,Positive
"Great place for brunch. Always packed, especially on the weekends, but worth the wait. If you're dining with a big group, make sure everyone in your group is present. Otherwise, you won't get seated.",2024-09-06,5,Juan in a Million,"2300 E Cesar Chavez St, Austin, TX 78702, USA",0.7814,Positive
"I have dined here twice while working out of town and it's a great place! It's set in the beautiful Hyatt Regency, right on the river! The bar has been clean both times I went and the service great!

My first visit, I ordered the Capital Burger, which consists of Grass-Fed Beef*, White Cheddar, Green Leaf Lettuce, Tomato, Red Onion, Pickles, and a Brioche bun and of course I added bacon! The burger was thick and juicy, perfectly cooked with some nice bacon strips, and the fries were great, crunchy on the outside soft on the inside!

My second visit I ordered the Halibut which consists of Pan Seared Halibut, Fennel Pollen, Spinach & Exotic Mushrooms, Nduja Jasmine Rice! The fish was seared to perfection, the veggies and rice were so nice and fresh! Once I ordered it about 5 other folks got it because it looked and smelled so good!

Drinks are nice and strong and there is a wide variety of them. All in all, it's a great place to grab a bite, and a drink with a beautiful backdrop of the river.",2023-12-13,5,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9951,Positive
"The food was delicious, and the service was also good. We chose this place because of the downtown view but unfortunately the outside smelled so strongly of bat guano that we had to sit inside. We were hoping to still get a view, but the windows were pretty dirty and you couldn't see much with the trees. Recommend for the food but not the view.",2024-09-25,3,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9045,Positive
"We had an amazing dinner at Marker 10! Our server, Emily, was awesome and took really good care of us. The margaritas were on point! We ordered chips and dips to start us off and enjoyed the 3 dips. We split fajitas. More than enough for the 2 of us and the most flavorful we've ever had. Our favorite was dessert. The Milk Chocolate Bundino is creamy and decadent. I highly recommend!",2023-12-16,5,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9765,Positive
"I ordered two crispy beef tacos with rice and beans. We had an appetizer of chips and salsa. The chips arrived and were straight out of a bag, cold, not freshly made. Half of it was smashed into bits - bottom of the bag! We returned it for a refund. Next, the taco shells were straight from a box, not freshly fried. The ground beef had no flavor except for salt. I pulled a chunk of ground beef out that was raw on the inside. I was scared to eat the rice after this. The worst Mexican food I have ever eaten! They should be ashamed to serve it but apparently the joke is on us. After I stood up, a group of pigeons dived bombed on my plate and apparently enjoyed the plate very much. The one star is from them.",2024-04-09,1,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.555,Positive
"Great place to get a 7$ Shiner Bock. Very nice deck with views of people hiking the trail and the swan paddle boats. There is also a nice view of downtown skyline across the river.  The smash burger was not really a smash burger, but preformed patties.  Does that count?? :-) did I say there was a nice view? Bring your out-of-towers here to soak up the Austin scene.",2023-05-30,5,Marker 10 Spirits & Cuisine,"208 Barton Springs Rd, Austin, TX 78704, USA",0.9227,Positive
"Nice little bar. Near impossible to get a drink during a game. Just packed during Euro Cup. Bar tenders were hustling, just not enough staff for the crowd.",2024-07-14,3,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.5267,Positive
Love Haymaker! Great spot for amazing food and drinks. Family friendly. Dog friendly on two patios. Staff is great!,2024-06-28,5,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9755,Positive
Order the Sour Monkey and your life will change forever…also their salsa is incredible—not sure what’s in the recipe but it was amazing. Loved this place!,2024-05-05,5,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9259,Positive
"Can we just talk ab this place for a second??? Omggg! The vibes! Total sports bar with TV's inside and outside. Dog-Friendly! Lemme just say... Being from Wisconsin, we appreciate all of the WI menu items. We've tried so many pretzels 🥨 in Austin and these pretzel tots taken the cake! The beer cheese was perfection and paired perfectly! Kettle chips = a homemade delight! We loved everything about this place. Our service and food was great. Even though it was Christmas, our server was more than pleasant and a wonderful person to be around. Will be back! ❤️",2022-12-28,5,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9867,Positive
"Good place to come to watch sports. Good selection of beer, a nice bar menu & outdoor seating. Standard bar and grub but definitely seems to be popular in the morning when watching euro football. Good burger, wings and pretzel with queso! I’ve also tried the spinach and artichoke dip and enjoyed it",2024-06-24,4,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",0.9668,Positive
"Popped in for a late lunch one Saturday, the place was buzzing and the atmosphere was great. There’s so much choice on the menu! Chicken wings were rated high by my husband and I had a Chicken Salad. Would definitely return.",2024-05-06,5,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.7959,Positive
"The food was alright, but I wouldn't go here again unless I really wanted to watch sports on the TVs. There's way too much stimulation and ads that kept playing. The wings tasted ok, the boneless ones are more enjoyable than bone in. Pretty big pieces too. The sauces tasted the same on all the wings. Loud at night and very busy. Server was very nice and friendly but also slow.",2024-02-15,3,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.9748,Positive
"I came down on Fathers Day and had a great time--it was an hour wait at the linc, but we were seated right away here and this location seems cleaner and more opem for atmosphere. Great wings as always, great srrvice too--we had a newbie being trained and they both were on the ball! We'll be back for sure. 5 stars.",2024-06-20,5,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.9645,Positive
"We went to eat at pluckers as we normally do.. normally everything is very delicious of course we usually go in the afternoons this time we decided to go for lunch.. it is worth mentioning that we are frequent customers at this location in Rio Grande, this time we ordered the appetizers and After 5 minutes they asked us if we were ready to order the food and we said yes although we still didn't have our apetazier... half an hour later the cold appetizers arrived completely cold, some of the fries were hard and difficult to eat... after 5 minutes the food arrived. Food also cold.. but I only told the waitress that our appetizers were cold.. then we ordered a brownie that came almost frozen and on this occasion I decided to ask to speak to the manager.. (a short girl who wears a red shirt).. she cameto our table ; I told her about the brownie with the fries and she offered to reheat the brownie... I told her no thanks and she insisted a lot and took it away ; but she came back with another different brownie cut in half too thin... my children started to eat. eat it but I suggested that they not do it since.  It looked a little strange.. anyway.. the manager returned to the table (with a somewhat abrupt attitude when she asking), obviously you could see the discontent in her attitude when she asking if we liked the Brownie.. I responded that I didn't even dare to touch the brownie ; ...and she ignored me... I don't know why she ask if I liked it;  perhaps by inertia?  Anyway, this location deserves a better manager or better staff... maybe training?  .. we have more than 10,000 points accumulated in the pluckers application .. and this location is the closest to our department, it is sad to have to go to other locations further away to receive good service, some warm wings, and a brownie At least well heated in the microwave... the next time I see one of the founders of pluckers I'll make the comment... it's a shame I've only seen them in that location.
(I forgot to mention that we piled up the plates near the edge of the table before ordering the brownie and neither the waitress nor the manager removed them. Remember that the manager was at the table three times and all 3 times the stack of plates was there... and never She bothered to remove them. I insist on thet should returning to training.  especially her and her staff in the kitchen.)",2024-03-03,1,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.9552,Positive
"We waited 20 minutes just to get our drinks(simply water) and after an hour in the restaurant, we still hadn't received our order of 10 wings and 2 fries with ranch. To make matters worse, we were told at 10:20ish that they were already closing soon, and our food would be ready shortly. However, 40 minutes passed without any sign of our order. Frustrated, we had no choice but to leave without eating. I've had good experiences here before, but this visit was a major letdown. I hope they can improve their service, as this was simply unacceptable.",2024-09-24,1,Pluckers Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",0.6369,Positive
"The best brunch Asian cuisine. We’ve been craving for Asia food and we are not disappointed.
Everything that we ordered is amazing and in good quality.

My only suggestion is the Thai coffee should be more flavorful compared to what I’ve been tried. We recommend to try this restaurant,

The vibe is really relaxing and cool. ❤️",2024-07-01,5,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.9683,Positive
"Elizabeth Street Cafe is a culinary gem that left me thoroughly impressed. The appetizers set the tone for an exceptional meal, with the poached shrimp spring rolls offering a fresh start and the pork belly buns stealing the show with their unbelievably soft texture. The main courses were equally delightful, featuring a perfect pairing of Singapore noodles and red curry noodles that offered contrasting yet complementary experiences - the former a satisfying dry noodle dish, while the latter consisted of a comforting brothy soup. The restaurant's attention to detail extends beyond the food, with craft cocktails that are as visually stunning as they are delicious. The quick and friendly service enhanced the overall experience, and the charming, fun decor created a delightful ambience. Elizabeth Street Cafe is a must-visit destination for anyone seeking a memorable dining experience that seamlessly blends flavors, presentation, and atmosphere.",2024-09-01,5,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.9892,Positive
"They know they are not authentic but they still use bold flavors, fresh herbs and authentic green chilies for a delicious meal! Portions are generous and we had a great meal in the private dining room! (Don't skip the beignets for dessert!)",2024-09-11,5,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.976,Positive
"We tried drunken Beef Noodles and Scallion Noodles, and they were delicious. The restaurant's ambiance is charming, and the menu is a fusion of Vietnamese and French cuisine. But I am a dessert person, so I, of course, tried theirs as well. And I have to tell you, you need to try the beignets. They were so good! I would definitely recommend Elizabeth Street Cafe to anyone for a very aesthetic brunch and delightful meal!",2024-09-05,5,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.9788,Positive
"was in town a few days and stopped by for lunch and it was soooo good! as you can tell from the pics, we could barely photograph anything, the apps were gone! ban mi bread was so soft. the breakfast Singapore was crispy on the edges, like no Singapore I've ever had before. I got an almond croissant and ended up eating it the next morning, slightly warmed and it was buttery goodness. the raspberry macaroons were delicious as well. I will definitely be back!",2024-04-22,5,Elizabeth Street Café,"1501 S 1st St, Austin, TX 78704, USA",0.8975,Positive
Swift’s is fantastic. They have a great happy hour with lots of fun drinks and food specials. The staff are all friendly and the liquor selection is amazing. I especially like the whiskey and scotch flights they offer. This is a good choice for a date night in the heart of Austin.,2024-07-26,5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9806,Positive
We love this place and had our wedding dinner here! Their 2024 summer happy hour is so good. The ice balls are unique and the food is delicious! It’s hard to find a good HH in this town anymore but Swift’s has it.,2024-08-15,5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.8866,Positive
"We had an Awesome first night experience in Austin at Swift’s Attic. We got there just before kitchen closed and they were able to put in our order and it came out super fast.

Fernando, our bartender, gave a ton of great recommendations for local spots and both the whiskey selection and cocktail menu was top notch.

Highly recommend here for dinner and then head to the Jazz bar underneath.",2024-09-06,5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9493,Positive
"The food was absolutely delicious, but it was a little confusing at first. Limited menu with unusual items, several gluten free. Needed explanations for most things, which is not normal for us. (We are avid foodies.) Once we understood that they recommend sharing plates (and they explained the ingredients), we got several plates. We really enjoyed it all and had great service.
I just can't give it 5 stars because it seems like they want to keep it a little challenging to be unique.",2024-09-25,4,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9836,Positive
"Our experience at Swift's Attic was nothing short of incredible. From the moment we checked in with the host to the moment we left, everything was perfect. The food was phenomenal—unique blends of flavors I wouldn't normally try ended up being amazing. But what really stood out was the impeccable teamwork and atmosphere.

We were fortunate to have Sarah as our main server, and she was fantastic. Kira also helped out and was equally amazing. Fern, the bartender, crafted some of the best drinks we've had, and Curtis, the general manager, ensured everything ran smoothly. The front-of-house team, which had about five members, was exceptional. We were helped by every single team member multiple times. They were on top of everything—empty glasses and plates disappeared almost instantly.

What impressed me the most was how personable everyone was. You really felt like you were being taken care of by family, and that made the experience even better. Swift's Attic is worth every penny. We can't wait to return!",2024-09-01,5,Swift's Attic,"315 Congress Ave., Austin, TX 78701, USA",0.9926,Positive
"Emma, our waitress, and the entire Carillon team were amazing. My wife and I consider this restaurant a true hidden gem. They've consistently exceeded our expectations since we first discovered it in 2018. We love the wine, the cheese, and the full courses. There's a mix of artistry and chemistry in each dish. They are beautiful and they taste magnificent. I'm already looking forward to my next visit.",2024-06-06,5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.9618,Positive
"A big surprise to my staying at UTexas Austin! I checked in at the AT&T conference center for a conference, and all our meals were served here. Originally I had no high expectations for hotel meals, but I enjoyed every single thing served by Carillon. The grilled veges, pasta, grilled ribs, grilled chicken, fresh salad, desserts… everything was so healthy, tasty, and fresh. In the morning, they open this big breakfast buffet, with coffee, tea, OJ, all included, for $18. I am already considering taking my whole family here for a vacation and stay at AT&T conference center again. Highly recommended!!!",2024-04-30,5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.963,Positive
"The food is fantastic, specially the steaks. We went here to celebrate our wedding anniversary 💕 we chose the 3 course meal and suggest that you also try them; from starter, main menu and dessert. The price isn’t that bad depends on what main course you would pick.",2024-03-24,4,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.5859,Positive
"My mother was visiting me for the first time after moving to Austin and I wanted to take her somewhere nice for lunch. Since I'm gluten free, we planned which day we would go based on the weekly menu that's published for the buffet. There isn't the quantity of food that we'd typically see at a Vegas buffet, but the price, quality and presentation of the food more than made up for it. We ate until we couldn't eat any more, the staff was very friendly, and the signs clearly posted which items were gluten free. I believe there's no parking validation for lunchtime but overall it's still cheaper than going to Vegas to meet for a buffet lunch.",2023-09-07,5,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.9324,Positive
"Beautiful atmosphere so we were surprised it was mostly empty for a brunch buffet.  Especially at a reasonably price as it is.  Beautiful room and furnishings.  Lovely.

Lovely mimosas, good coffee. A rather sparse buffet of oatmeal, pancakes, scrambled eggs only (not other options), sausage, bacon, potatoes, and premade processed Sysco-style breads for toasting, plain fruit.  No desserts or omelettes or anything such as that but that would have been great for me...had the bacon not been literally rancid and the bagels horribly stale.

We all noticed the issue with the bacon but I was quite sure they were aware of it, because of the issue with the bagels.  I grabbed one and it was so hard, so stale, that I said out loud, without realizing it ""Oh my God, these are horribly stale!"" We were there right when they opened so they had clearly reused them, rather than them being out all day.

Fortunately, a staff member did hear me and asked if I would like a fresh one.  She got out the bag to assist me which was very kind.  She likely replaced them after that.

The eggs were good, though not hot,  and the potatoes were as well.  The items are not served in chafing dishes which may be the cause of the spoiled bacon if they reused it from the day before, or God forbid now that I think about it, last week.  It wasn't a question or a maybe, the bacon had gone bad.  And it was evident.  All food is in cast iron pans, not chafers to keep the food fresh and at controlled temperatures.

Initially our service was great but we waited for 40 minutes after finishing to get our bill.  No refills, no  check-ins.  ( We did have both initially but then all staff were absent and we could not leave.). My first old plate sat under a new one because there was no service to remove it.  By 11:30, we wandered around the empty restaurant looking for anyone to help us so that we could leave, as two of us had rides waiting.  We could not find our waitress still but were assisted by another waiter who went to find her.  It was totally empty by that time.

I would rather pay double for fresh food and some thought of the offerings, such as an eggs benedict or an omelette station or some fresh pastries or desserts or some interesting other offerings like perhaps migas....it was so plain, so simple, and sadly 2 items being reused when they were VERY bad, that we would not return.

I take that back, I would try cocktails here in the evening, because we love the atmosphere, but brunch is empty for good reason so each of our table of 8 would need to decline that option.",2024-01-29,2,The Carillon,"1900 University Ave, Austin, TX 78705, USA",0.9917,Positive
